filename	mark	label	offset1	offset2	span	code
es-S1137-66272014000300017-1	T2	ENFERMEDAD	277	284	prurigo	64144002
es-S1137-66272014000300017-1	T3	ENFERMEDAD	902	906	SPEE	200946001
es-S1137-66272014000300017-1	T4	ENFERMEDAD	1140	1152	erythroderma	399992009
es-S1137-66272014000300017-1	T5	ENFERMEDAD	1111	1118	lesions	157670007
es-S1137-66272014000300017-1	T6	ENFERMEDAD	1267	1274	lesions	157670007
es-S1139-76322015000300009-1	T1	ENFERMEDAD	42	61	neurological damage	118940003
es-S1139-76322015000300009-1	T2	ENFERMEDAD	398	417	neurological damage	118940003
es-S1139-76322015000300009-1	T3	ENFERMEDAD	466	494	chronic idiopathic arthritis	35908007
es-S1139-76322015000300009-1	T4	ENFERMEDAD	752	766	no wrist bones	91873009
es-S1139-76322015000300009-1	T5	ENFERMEDAD	941	960	neurological damage	118940003
es-S1139-76322015000300009-1	T6	ENFERMEDAD	1169	1175	stroke	82797006
es-S1139-76322015000300009-1	T7	ENFERMEDAD	1159	1175	perinatal stroke	371121002
es-S1139-76322015000300009-1	T8	ENFERMEDAD	1389	1408	dysmorphic features	248200007
es-S1139-76322015000300009-1	T9	ENFERMEDAD	1838	1869	bilateral absence of the carpus	91873009
es-S1139-76322015000300009-1	T10	ENFERMEDAD	1927	1944	carpal osteolysis	203522001
es-S0211-69952013000700023-1	T1	ENFERMEDAD	254	275	arterial hypertension	38341003
es-S0211-69952013000700023-1	T2	ENFERMEDAD	476	483	anaemia	271737000
es-S0211-69952013000700023-1	T3	ENFERMEDAD	1178	1190	IgA-kappa MM	285420006
es-S1137-66272008000300009-1	T1	ENFERMEDAD	40	71	diffuse normofunctioning goitre	237494009
es-S1137-66272008000300009-1	T2	ENFERMEDAD	73	96	calcified uterine myoma	95315005
es-S1137-66272008000300009-1	T3	ENFERMEDAD	1631	1647	myomatous uterus	95315005
es-S1137-66272008000300009-1	T4	ENFERMEDAD	1150	1192	uterine calcifications suggestive of myoma	95315005+425556003
es-S1137-66272008000300009-1	T5	ENFERMEDAD	738	751	visceromegaly	28543008
es-S1137-66272008000300009-1	T6	ENFERMEDAD	2222	2238	myomatous uterus	95315005
es-S0210-48062009000300013-4	T1	ENFERMEDAD	46	55	Hepatitis	128241005
es-S0210-48062009000300013-4	T2	ENFERMEDAD	111	121	Cystinuria	85020001
es-S0210-48062009000300013-4	T3	ENFERMEDAD	439	460	subcapsular haematoma	35566002
es-S0210-48062009000300013-4	T4	ENFERMEDAD	451	460	haematoma	385494008
es-S0210-48062009000300013-4	T5	ENFERMEDAD	504	513	haematoma	385494008
es-S0210-48062009000300013-4	T6	ENFERMEDAD	596	605	haematoma	385494008
es-S1130-14732005000500006-1	T1	ENFERMEDAD	2098	2121	subarachnoid blood clot	21454007
es-S1130-14732005000500006-1	T2	ENFERMEDAD	1690	1699	haematoma	385494008
es-S1130-14732005000500006-1	T3	ENFERMEDAD	2236	2245	haematoma	385494008
es-S1130-14732005000500006-1	T4	ENFERMEDAD	2613	2622	haematoma	385494008
es-S1130-14732005000500006-1	T5	ENFERMEDAD	3172	3191	multi-organ failure	57653000
es-S1130-14732005000500006-1	T6	ENFERMEDAD	2559	2566	lesions	157670007
es-S1130-14732005000500006-1	T7	ENFERMEDAD	1854	1860	lesion	417163006
es-S1130-14732005000500006-1	T8	ENFERMEDAD	1426	1447	bilateral paraparesis	1845001
es-S0210-56912006000300007-2	T1	ENFERMEDAD	157	193	infrarenal abdominal aortic aneurysm	444569004
es-S0210-56912006000300007-2	T2	ENFERMEDAD	276	289	proctorrhagia	12063002
es-S0210-56912006000300007-2	T3	ENFERMEDAD	1002	1026	cardiorespiratory arrest	410430005
es-S0210-56912006000300007-2	T4	ENFERMEDAD	927	930	FAE	59047005
es-S0210-56912006000300007-2	T5	ENFERMEDAD	861	886	retroperitoneal haematoma	236002003
es-S0210-56912006000300007-2	T6	ENFERMEDAD	695	709	umbilical scar	60155008
es-S0210-56912006000300007-2	T7	ENFERMEDAD	331	358	haemodynamic decompensation	422773005
es-S0212-71992007001000007-1	T1	ENFERMEDAD	201	213	rectorrhagia	12063002
es-S0212-71992007001000007-1	T2	ENFERMEDAD	367	372	RS3PE	445345005
es-S0212-71992007001000007-1	T3	ENFERMEDAD	1813	1834	prostatic hypertrophy	266569009
es-S0212-71992007001000007-1	T4	ENFERMEDAD	1634	1679	thin-walled cylindrical bronchiectasis in LII	83457000
es-S0212-71992007001000007-1	T5	ENFERMEDAD	1318	1333	erosive lesions	15498001
es-S0212-71992007001000007-1	T6	ENFERMEDAD	2860	2876	Poncet's disease	63712002
es-S1135-76062010000200004-1	T1	ENFERMEDAD	36	43	syncope	29423006
es-S1135-76062010000200004-1	T2	ENFERMEDAD	729	737	aneurysm	432119003
es-S1135-76062010000200004-1	T3	ENFERMEDAD	847	855	aneurysm	432119003
es-S1135-76062010000200004-1	T4	ENFERMEDAD	666	677	haemothorax	31892009
es-S1135-76062010000200004-1	T5	ENFERMEDAD	1357	1365	aneurysm	432119003
es-S1135-76062010000200004-1	T6	ENFERMEDAD	1591	1614	atypical collagenopathy	81573002
es-S1135-76062010000200004-1	T7	ENFERMEDAD	1674	1689	Marfan Syndrome	19346006
es-S1130-01082008000200009-1	T1	ENFERMEDAD	154	193	enteropathy with severe villous atrophy	75581001
es-S0210-48062007001000016-1	T1	ENFERMEDAD	50	70	hypercholesterolemia	13644009
es-S0210-48062007001000016-1	T2	ENFERMEDAD	170	197	transitional cell carcinoma	27090000
es-S0210-48062007001000016-1	T3	ENFERMEDAD	202	219	carcinoma in situ	68956006
es-S0210-48062007001000016-1	T4	ENFERMEDAD	419	443	sepsis of urinary origin	721104000
es-S0210-48062007001000016-1	T5	ENFERMEDAD	339	359	urothelial carcinoma	27090000
es-S0210-48062007001000016-1	T6	ENFERMEDAD	928	952	cophosis of the left ear	473422006
es-S0210-48062007001000016-1	T7	ENFERMEDAD	1023	1035	hearing loss	15188001
es-S0210-48062007001000016-1	T8	ENFERMEDAD	1227	1250	intracranial infections	363166002
es-S0210-48062007001000016-1	T9	ENFERMEDAD	1384	1396	septic shock	76571007
es-S0210-48062007001000016-1	T10	ENFERMEDAD	1208	1225	systemic diseases	264578000
es-S0210-48062007001000016-1	T11	ENFERMEDAD	1255	1261	trauma	417746004
es-S0210-48062007001000016-1	T12	ENFERMEDAD	1670	1682	hearing loss	15188001
S0004-06142007000300011-1	T1	ENFERMEDAD	486	532	complete arrhythmia due to atrial fibrillation	49436004+698247007
S0004-06142007000300011-1	T2	ENFERMEDAD	513	532	atrial fibrillation	49436004
S0004-06142007000300011-1	T3	ENFERMEDAD	711	735	multilocular cystic mass	86463003
S0004-06142007000300011-1	T4	ENFERMEDAD	824	836	renal tumour	126880001
S0004-06142007000300011-1	T5	ENFERMEDAD	830	836	tumour	55342001
S0004-06142007000300011-1	T6	ENFERMEDAD	1054	1060	tumour	55342001
S0004-06142007000300011-1	T7	ENFERMEDAD	1054	1065	tumour mass	55342001
S0004-06142007000300011-1	T8	ENFERMEDAD	2301	2307	tumour	55342001
S0004-06142007000300011-1	T9	ENFERMEDAD	2510	2516	tumour	55342001
S0004-06142007000300011-1	T10	ENFERMEDAD	2568	2574	tumour	55342001
S0004-06142007000300011-1	T11	ENFERMEDAD	2611	2617	tumour	55342001
S0004-06142007000300011-1	T12	ENFERMEDAD	3193	3209	myxofibrosarcoma	723076008
S0004-06142007000300011-1	T13	ENFERMEDAD	2904	2928	neoplastic proliferation	1495041000004108
S0004-06142007000300011-1	T14	ENFERMEDAD	3288	3294	tumour	55342001
S0004-06142007000300011-1	T15	ENFERMEDAD	3398	3404	tumour	55342001
S0004-06142007000300011-1	T16	ENFERMEDAD	3390	3404	adipose tumour	254831005
S0004-06142007000300011-1	T17	ENFERMEDAD	3360	3375	myxoliposarcoma	27849002
S0004-06142007000300011-1	T18	ENFERMEDAD	3616	3658	malignant fibrohistiocytoma myxoid variant	254749001
S0004-06142007000300011-1	T19	ENFERMEDAD	3598	3614	myxofibrosarcoma	723076008
S0004-06142007000300011-1	T20	ENFERMEDAD	3546	3561	myxoliposarcoma	27849002
es-S1130-14732009000600006-1	T1	ENFERMEDAD	398	456	right frontal intraosseous lesion with osteolytic features	76069003
es-S1130-14732009000600006-1	T2	ENFERMEDAD	503	513	metastases	128462008
es-S1130-14732009000600006-1	T3	ENFERMEDAD	515	522	myeloma	55921005
es-S1130-14732009000600006-1	T4	ENFERMEDAD	527	538	haemangioma	400210000
es-S1130-14732009000600006-1	T5	ENFERMEDAD	425	431	lesion	417163006
es-S1130-14732009000600006-1	T6	ENFERMEDAD	779	785	lesion	417163006
es-S1130-14732009000600006-1	T7	ENFERMEDAD	1693	1704	haemangioma	400210000
es-S1130-14732009000600006-1	T8	ENFERMEDAD	1670	1704	intraosseous cavernous haemangioma	416824008
es-S1130-14732009000600006-1	T9	ENFERMEDAD	1434	1445	bone defect	76069003
es-S1130-14732009000600006-1	T10	ENFERMEDAD	1023	1029	lesion	417163006
es-S1130-14732009000600006-1	T11	ENFERMEDAD	1291	1297	lesion	417163006
es-S1698-69462006000400002-1	T1	ENFERMEDAD	348	363	follicular cyst	103614000
es-S1698-69462006000400002-1	T2	ENFERMEDAD	433	448	follicular cyst	103614000
es-S1698-69462006000400002-1	T3	ENFERMEDAD	147	163	dental inclusion	700080009
es-S1698-69462006000400002-1	T4	ENFERMEDAD	506	521	included canine	196419009
es-S1698-69462006000400002-1	T5	ENFERMEDAD	2423	2436	tumour lesion	55342001
es-S1130-14732006000400004-1	T1	ENFERMEDAD	54	93	cervical disc herniation at C4-C5 level	84857004
es-S1130-14732006000400004-1	T2	ENFERMEDAD	63	78	disc herniation	84857004
es-S1130-14732006000400004-1	T3	ENFERMEDAD	732	747	disc herniation	84857004
es-S1130-14732006000400004-1	T4	ENFERMEDAD	171	199	cervical muscle contractures	70070008
es-S1130-14732006000400004-1	T5	ENFERMEDAD	576	626	loss of height in the vertebral bodies of C4-C5-C6	298379008
es-S1130-14732006000400004-1	T6	ENFERMEDAD	1122	1162	idiopathic intervertebral calcifications	240211000
es-S1130-14732006000400004-1	T7	ENFERMEDAD	1358	1373	disc herniation	84857004
es-S1130-14732006000400004-1	T8	ENFERMEDAD	1530	1545	disc herniation	84857004
es-S0210-48062004000300006-1	T1	ENFERMEDAD	204	222	costolumbar trauma	1153609000
es-S0210-48062004000300006-1	T2	ENFERMEDAD	161	176	repeated angina	194828000
es-S0210-48062004000300006-1	T3	ENFERMEDAD	912	945	Primitive retroperitoneal tumours	94092006
es-S0210-48062004000300006-1	T4	ENFERMEDAD	948	963	Adrenal tumours	127021009
es-S0210-48062004000300006-1	T5	ENFERMEDAD	966	979	Renal tumours	126880001
es-S0210-48062004000300006-1	T6	ENFERMEDAD	982	1000	Metastatic tumours	14799000
es-S0210-48062004000300006-1	T7	ENFERMEDAD	1003	1023	Infectious pathology	40733004
es-S0210-48062004000300006-1	T8	ENFERMEDAD	1377	1391	adrenal tumour	127021009
es-S0210-48062004000300006-1	T9	ENFERMEDAD	1365	1391	functioning adrenal tumour	127021009
es-S0210-48062004000300006-1	T10	ENFERMEDAD	1508	1530	calcified hydatid cyst	74942003
es-S0210-48062004000300006-1	T11	ENFERMEDAD	1599	1617	costolumbar trauma	1153609000
es-S0210-48062004000300006-1	T12	ENFERMEDAD	2145	2175	disseminated malignant process	128462008
es-S0210-48062004000300006-1	T13	ENFERMEDAD	2216	2239	pleomorphic liposarcoma	404071006
es-S1130-01082007001200012-1	T1	ENFERMEDAD	321	329	hepatoma	126851005
es-S1130-01082007001200012-1	T2	ENFERMEDAD	653	668	hepatocarcinoma	109841003
es-S1130-01082007001200012-1	T3	ENFERMEDAD	707	714	lesions	157670007
es-S1130-01082007001200012-1	T4	ENFERMEDAD	407	413	lesion	417163006
es-S1130-01082007001200012-1	T5	ENFERMEDAD	853	859	lesion	417163006
es-S1130-01082007001200012-1	T6	ENFERMEDAD	1176	1184	hepatoma	126851005
es-S1130-01082007001200012-1	T7	ENFERMEDAD	1188	1207	non-cirrhotic liver	300337001
es-S1130-01082007001200012-1	T8	ENFERMEDAD	1450	1478	hepatocellular proliferation	235856003
es-S1130-01082007001200012-1	T9	ENFERMEDAD	1890	1915	focal nodular hyperplasia	278527001
es-S1130-01082007001200012-1	T10	ENFERMEDAD	1525	1531	lesion	417163006
es-S0365-66912006000600010-1	T1	ENFERMEDAD	355	373	epileptic seizures	84757009
es-S0365-66912006000600010-1	T2	ENFERMEDAD	1059	1083	Topamax toxic phenomenon	62014003
es-S1130-63432013000300013-1	T1	ENFERMEDAD	47	53	smoker	77176002
es-S1130-63432013000300013-1	T2	ENFERMEDAD	106	140	chronic hepatitis C genotype 1a/1c	768289009
es-S1130-63432013000300013-1	T3	ENFERMEDAD	175	183	fibrosis	263756000
es-S1130-63432013000300013-1	T4	ENFERMEDAD	114	125	hepatitis C	50711007
es-S1130-63432013000300013-1	T5	ENFERMEDAD	303	314	hepatitis C	50711007
es-S1130-63432013000300013-1	T6	ENFERMEDAD	831	838	anxiety	197480006
es-S1130-63432013000300013-1	T7	ENFERMEDAD	1651	1669	Acute pancreatitis	197456007
es-S0212-71992007000200007-1	T1	ENFERMEDAD	95	107	pancytopenia	127034005
es-S0212-71992007000200007-1	T2	ENFERMEDAD	454	474	lymphomatous disease	414628006
es-S0212-71992007000200007-1	T3	ENFERMEDAD	527	541	myelodysplasia	109995007
es-S0212-71992007000200007-1	T4	ENFERMEDAD	560	583	neoplastic infiltration	128462008
es-S0212-71992007000200007-1	T5	ENFERMEDAD	695	707	splenomegaly	16294009
es-S0212-71992007000200007-1	T6	ENFERMEDAD	903	915	pancytopenia	127034005
es-S0212-71992007000200007-1	T7	ENFERMEDAD	1087	1108	cerebral hypertension	50490005
es-S0212-71992007000200007-1	T8	ENFERMEDAD	1732	1750	myeloid metaplasia	443230004
es-S0212-71992007000200007-1	T9	ENFERMEDAD	2201	2214	cerebral coma	371632003
es-S0212-71992007000200007-1	T10	ENFERMEDAD	1067	1074	lesions	157670007
es-S0212-71992004001100007-1	T1	ENFERMEDAD	128	151	rheumatic valve disease	16063004
es-S0212-71992004001100007-1	T2	ENFERMEDAD	153	180	chronic atrial fibrillation	426749004
es-S0212-71992004001100007-1	T3	ENFERMEDAD	193	217	congestive heart failure	42343007
es-S0212-71992004001100007-1	T4	ENFERMEDAD	219	222	CHF	42343007
es-S0212-71992004001100007-1	T5	ENFERMEDAD	509	512	CHF	42343007
es-S0212-71992004001100007-1	T6	ENFERMEDAD	904	907	CHF	42343007
es-S0212-71992004001100007-1	T7	ENFERMEDAD	1368	1390	Infective Endocarditis	233850007
es-S0212-71992004001100007-1	T8	ENFERMEDAD	2182	2208	occipitoparietal haematoma	450425005
es-S0212-71992004001100007-1	T9	ENFERMEDAD	2579	2597	cerebral haematoma	301764006
es-S0212-71992004001100007-1	T10	ENFERMEDAD	1327	1347	vasculitic phenomena	31996006
es-S0212-71992004001100007-1	T11	ENFERMEDAD	1589	1600	vegetations	264340003
es-S0212-71992004001100007-1	T12	ENFERMEDAD	622	634	hepatomegaly	80515008
es-S0212-71992004001100007-1	T13	ENFERMEDAD	1262	1269	lesions	157670007
es-S0365-66912008000200014-1	T1	ENFERMEDAD	89	103	morbid obesity	238136002
es-S0365-66912008000200014-1	T2	ENFERMEDAD	131	148	hepatic steatosis	197321007
es-S0365-66912008000200014-1	T3	ENFERMEDAD	153	175	malabsorptive syndrome	32230006
es-S0365-66912008000200014-1	T4	ENFERMEDAD	218	233	chronic anaemia	191268006
es-S0365-66912008000200014-1	T5	ENFERMEDAD	457	472	night blindness	65194006
es-S0365-66912008000200014-1	T6	ENFERMEDAD	672	692	conjunctival xerosis	64718006
es-S0365-66912008000200014-1	T7	ENFERMEDAD	1319	1337	intrarenal abscess	3321001
es-S1137-66272009000100013-1	T1	ENFERMEDAD	42	51	ex-smoker	8517006
es-S1137-66272009000100013-1	T2	ENFERMEDAD	80	119	dilated cardiomyopathy of enolic origin	83521008
es-S1137-66272009000100013-1	T3	ENFERMEDAD	369	387	bifascicular block	74021003
es-S1137-66272009000100013-1	T4	ENFERMEDAD	393	418	right bundle branch block	59118001
es-S1137-66272009000100013-1	T5	ENFERMEDAD	423	451	left bundle branch hemiblock	4973001
es-S1137-66272009000100013-1	T6	ENFERMEDAD	640	659	pulmonary emphysema	87433001
es-S1137-66272009000100013-1	T7	ENFERMEDAD	1220	1240	myocardial ischaemia	414795007
es-S1137-66272009000100013-1	T8	ENFERMEDAD	32	40	allergic	106190000
es-S1137-66272009000100013-1	T9	ENFERMEDAD	342	364	left atrial dilatation	253361002
es-S1137-66272009000100013-1	T10	ENFERMEDAD	1298	1316	graft vasculopathy	234190001
es-S1137-66272009000100013-1	T11	ENFERMEDAD	2296	2316	myocardial ischaemia	414795007
es-S1130-63432016000100009-1	T1	ENFERMEDAD	108	124	ischaemic stroke	422504002
es-S1130-63432016000100009-1	T2	ENFERMEDAD	206	231	deep vein thromboembolism	128053003
es-S0210-48062005000300016-2	T1	ENFERMEDAD	428	454	transient ischaemic attack	266257000
es-S0210-48062005000300016-2	T2	ENFERMEDAD	521	539	cardiac arrhythmia	698247007
es-S0210-48062005000300016-2	T3	ENFERMEDAD	543	565	valvular heart disease	368009
es-S0210-48062005000300016-2	T4	ENFERMEDAD	585	608	thromboembolic episodes	371039008
es-S0210-48062005000300016-2	T5	ENFERMEDAD	630	647	urinary lithiasis	95566004
es-S0210-48062005000300016-2	T6	ENFERMEDAD	697	710	cocaine abuse	78267003
es-S0210-48062005000300016-2	T7	ENFERMEDAD	726	742	hepatitis B or C	442374005
es-S0210-48062005000300016-2	T8	ENFERMEDAD	347	359	Hypertension	38341003
es-S0210-48062005000300016-2	T9	ENFERMEDAD	1551	1577	acute myocardial ischaemia	413444003
es-S0210-48062005000300016-2	T10	ENFERMEDAD	1868	1885	aortic dilatation	26660001
es-S0210-48062005000300016-2	T11	ENFERMEDAD	1889	1910	renal artery aneurysm	36184004
es-S0210-48062005000300016-2	T12	ENFERMEDAD	1568	1577	ischaemia	52674009
es-S0210-48062005000300016-2	T13	ENFERMEDAD	1789	1798	ischaemia	52674009
es-S0210-48062005000300016-2	T14	ENFERMEDAD	2460	2480	valvular vegetations	459055004
es-S0210-48062005000300016-2	T15	ENFERMEDAD	2502	2523	myocardial dyskinesia	25437005
es-S0210-48062005000300016-2	T16	ENFERMEDAD	2709	2778	macro/microaneurysms or alterations of the main renal artery or aorta	67362008+36184004
es-S0210-48062005000300016-2	T17	ENFERMEDAD	2816	2850	prothrombotic and vascular disease	76612001
es-S0210-48062005000300016-2	T18	ENFERMEDAD	3263	3275	hypertension	38341003
es-S0210-48062005000300016-2	T19	ENFERMEDAD	3143	3151	embolism	414086009
es-S0210-48062005000300016-2	T20	ENFERMEDAD	3173	3189	systemic disease	56019007
es-S1130-05582008000400007-2	T1	ENFERMEDAD	352	362	strabismus	22066006
es-S1130-05582008000400007-2	T2	ENFERMEDAD	331	337	lesion	417163006
es-S1130-05582008000400007-2	T3	ENFERMEDAD	509	528	fibrous haemangioma	400210000
es-S0365-66912006001200010-1	T1	ENFERMEDAD	169	181	exophthalmos	18265008
es-S0365-66912006001200010-1	T2	ENFERMEDAD	34	53	laryngeal neoplasia	126692004
es-S0365-66912006001200010-1	T3	ENFERMEDAD	55	79	type 2 diabetes mellitus	44054006
es-S0365-66912006001200010-1	T4	ENFERMEDAD	81	90	ex-smoker	8517006
es-S0365-66912006001200010-1	T5	ENFERMEDAD	95	105	ex-drinker	82581004
es-S0365-66912006001200010-1	T6	ENFERMEDAD	122	141	hyperthyroid crisis	34486009
es-S0365-66912006001200010-1	T7	ENFERMEDAD	303	328	mild diabetic retinopathy	4855003
es-S0365-66912006001200010-1	T8	ENFERMEDAD	434	460	retraction of both eyelids	14520009
es-S0365-66912006001200010-1	T9	ENFERMEDAD	728	740	Exophthalmos	18265008
es-S0365-66912006001200010-1	T10	ENFERMEDAD	1372	1384	exophthalmos	18265008
es-S0365-66912006001200010-1	T11	ENFERMEDAD	916	925	proptosis	18265008
es-S0365-66912006001200010-1	T12	ENFERMEDAD	1709	1718	proptosis	18265008
es-S0365-66912006001200010-1	T13	ENFERMEDAD	1058	1074	corneal exposure	315298001
es-S0365-66912006001200010-1	T14	ENFERMEDAD	1231	1256	severe hypothyroid crisis	83986005
es-S0365-66912006001200010-1	T15	ENFERMEDAD	1558	1566	glaucoma	23986001
es-S0365-66912006001200010-1	T16	ENFERMEDAD	1847	1870	severe optic neuropathy	77157004
es-S0365-66912006001200010-1	T17	ENFERMEDAD	1891	1925	mild-moderate diabetic retinopathy	4855003
es-S0211-57352011000100008-1	T1	ENFERMEDAD	49	75	bipolar affective disorder	13746004
es-S0211-57352011000100008-1	T2	ENFERMEDAD	608	629	arterial hypertension	38341003
es-S0211-57352011000100008-1	T3	ENFERMEDAD	1530	1551	arterial hypertension	38341003
es-S0211-57352011000100008-1	T4	ENFERMEDAD	646	658	hypokalaemia	43339004
es-S0211-57352011000100008-1	T5	ENFERMEDAD	752	769	urinary retention	267064002
es-S0211-57352011000100008-1	T6	ENFERMEDAD	2016	2035	malignant catatonia	441833000
es-S0211-57352011000100008-1	T7	ENFERMEDAD	2480	2499	malignant catatonia	441833000
es-S0211-57352011000100008-1	T8	ENFERMEDAD	2374	2386	encephalitis	45170000
es-S0211-57352011000100008-1	T9	ENFERMEDAD	2464	2467	TAB	13746004
es-S0211-57352011000100008-1	T10	ENFERMEDAD	1179	1196	venous thrombosis	111293003
es-S1130-05582015000100005-1	T1	ENFERMEDAD	191	249	penetrating wound at the level of the submandibular region	428152007
es-S1130-05582015000100005-1	T2	ENFERMEDAD	1901	1916	intraoral wound	65759007
es-S1130-05582015000100005-1	T3	ENFERMEDAD	1987	2006	submandibular wound	95638000
es-S1130-05582015000100005-1	T4	ENFERMEDAD	2114	2128	pneumocephalus	14415006
es-S1130-05582015000100005-1	T5	ENFERMEDAD	2310	2331	neurological disorder	118940003
es-S1130-05582015000100005-1	T6	ENFERMEDAD	2427	2473	conductive hearing loss of 60% in the left ear	44057004
es-S1698-44472005000400012-1	T1	ENFERMEDAD	176	180	PLGA	128702009
es-S1698-44472005000400012-1	T2	ENFERMEDAD	333	383	unclassified pathology in the head and neck region	274751001
es-S1698-44472005000400012-1	T3	ENFERMEDAD	645	649	PLGA	128702009
es-S1698-44472005000400012-1	T4	ENFERMEDAD	499	539	lesion at the level of the right nostril	232340005
es-S1698-44472005000400012-1	T5	ENFERMEDAD	581	605	submandibular adenopathy	127085002
es-S1698-44472005000400012-1	T6	ENFERMEDAD	827	833	tumour	55342001
es-S1698-44472005000400012-1	T7	ENFERMEDAD	976	982	Tumour	55342001
es-S1698-44472005000400012-1	T8	ENFERMEDAD	1159	1163	PLGA	128702009
es-S1698-44472005000400012-1	T9	ENFERMEDAD	1170	1246	invasion of surgical margins at the level of the right pterygomaxillary area	254935002
es-S1698-44472005000400012-1	T10	ENFERMEDAD	1248	1271	Metastatic adenopathies	94392001
es-S1698-44472005000400012-1	T11	ENFERMEDAD	1566	1572	tumour	55342001
es-S1698-69462006000300015-1	T1	ENFERMEDAD	622	637	coronoid tumour	126551000
es-S1698-69462006000300015-1	T2	ENFERMEDAD	1142	1156	osteochondroma	443093007
es-S1698-69462006000300015-1	T3	ENFERMEDAD	1281	1296	cheek deformity	118930001
es-S0365-66912004000600009-2	T1	ENFERMEDAD	12	19	aphakic	24010005
es-S0365-66912004000600009-2	T2	ENFERMEDAD	34	42	cataract	193570009
es-S0365-66912004000600009-2	T3	ENFERMEDAD	77	114	capsular rupture and vitreous leakage	784306000+3044008
es-S0365-66912004000600009-2	T4	ENFERMEDAD	586	631	detachment and rupture of Descemet's membrane	95738005+42312000
es-S0365-66912004000600009-2	T5	ENFERMEDAD	818	839	cystic macular oedema	193387007
es-S0365-66912004000600009-2	T6	ENFERMEDAD	570	573	BML	419325003
es-S0365-66912004000600009-2	T7	ENFERMEDAD	285	299	corneal oedema	27194006
es-S1130-05582016000100005-1	T1	ENFERMEDAD	280	296	malar hypoplasia	93303009
es-S1130-05582016000100005-1	T2	ENFERMEDAD	491	511	maxillary hypoplasia	444967008
es-S1130-05582016000100005-1	T3	ENFERMEDAD	338	369	dysmorphia of the nasal pyramid	128274005
es-S1130-05582016000100005-1	T4	ENFERMEDAD	1781	1847	pseudoaneurysm and its dependence on the internal maxillary artery	443089001
es-S1137-66272012000200017-1	T1	ENFERMEDAD	1348	1373	gastro-oesophageal reflux	235595009
es-S1137-66272012000200017-1	T2	ENFERMEDAD	1323	1332	dysphagia	288939007
es-S1137-66272012000200017-1	T3	ENFERMEDAD	1495	1516	oesophageal leiomyoma	276805005
es-S1137-66272009000500015-1	T1	ENFERMEDAD	241	264	squamous cell carcinoma	402815007
es-S1137-66272009000500015-1	T2	ENFERMEDAD	445	468	squamous cell carcinoma	402815007
es-S1137-66272009000500015-1	T3	ENFERMEDAD	495	497	M0	89474008
es-S1137-66272009000500015-1	T4	ENFERMEDAD	1026	1038	haematemesis	8765009
es-S1134-80462016000600005-3	T1	ENFERMEDAD	23	47	pudendal nerve neuralgia	427972000
es-S1134-80462016000600005-3	T2	ENFERMEDAD	679	689	depression	394924000
es-S1134-80462016000600005-3	T3	ENFERMEDAD	733	743	depression	394924000
es-S1134-80462016000600005-3	T4	ENFERMEDAD	1215	1225	Depression	394924000
es-S1134-80462016000600005-3	T5	ENFERMEDAD	694	706	mild anxiety	70997004
es-S1134-80462016000600005-3	T6	ENFERMEDAD	1279	1291	mild anxiety	70997004
es-S1134-80462016000600005-3	T7	ENFERMEDAD	1013	1024	CSF fistula	230744007
